# seed	tree	idx	u32	uniform_f32_bits
0	0	75	978167133	3e693695
0	0	76	908807404	3e58ad34
0	0	77	2040469523	3ef33e30
0	0	78	1573380580	3ebb8fc4
0	0	79	1900634208	3ee292c1
0	0	80	1186888132	3e8d7cf4
0	0	81	3477062414	3f4f3fc3
0	0	82	2557080425	3f1869f3
0	0	83	3210379283	3f3f5a80
0	0	84	1825590451	3ed9a099
0	0	85	2469161572	3f132c6a
0	0	86	3196616225	3f3e887e
0	0	87	1226361326	3e923194
0	0	88	777258183	3e395013
0	0	89	401739316	3dbf9072
0	0	90	185222434	3d30a452
0	0	91	306756248	3d9245d5
0	0	92	3179999858	3f3d8af2
0	0	93	3406757471	3f4b0efe
0	0	94	891447690	3e5489a6
0	0	95	3831841656	3f646543
0	0	96	3633786087	3f58972d
0	0	97	4156536683	3f77bfb7
0	0	98	3686442283	3f5bbaa5
0	0	99	2324259612	3f0a8963
0	0	100	1448816836	3eacb662
0	0	101	1779618143	3ed425a3
0	0	102	349609405	3da6b4ee
0	0	103	1129998052	3e86b4ce
0	0	104	3655855712	3f59e7ee
0	0	105	889435642	3e540ed8
0	0	106	1537030430	3eb73a72
0	0	107	3535514871	3f52bbad
0	0	108	4167527522	3f78676c
0	0	109	592577882	3e0d4815
0	0	110	3431470390	3f4c8815
0	0	111	864843913	3e4e31e2
0	0	112	580283031	3e0a59aa
0	0	113	3601459811	3f56a9ea
0	0	114	2416266752	3f10054e
0	0	115	3038147146	3f351672
0	0	116	530238892	3dfcd66d
0	0	117	3166622799	3f3cbed4
0	0	118	715408695	3e2a9115
0	0	119	3554583139	3f53dea2
0	0	120	1370223683	3ea357e9
0	0	121	1603350397	3ebf225f
0	0	122	307097963	3d926f8b
0	0	123	434699996	3dcf47f7
0	0	124	3898059116	3f6857a9
0	0	125	2434227220	3f11175c
0	0	126	1203571856	3e8f7a19
0	0	127	93427345	3cb232d2
0	0	128	1311422229	3e9c556e
0	0	129	3282595241	3f43a86e
0	0	130	2812344171	3f27a0f7
0	0	131	737944608	3e2ff090
0	0	132	1470346816	3eaf476c
0	0	133	562941168	3e063734
0	0	134	1194000541	3e8e5601
0	0	135	1512462956	3eb44cb5
0	0	136	3616845299	3f5794ae
0	0	137	2214278114	3f03fb34
0	0	138	2432596409	3f10fe7a
0	0	139	2772171562	3f253bfb
0	0	140	2534349963	3f170f1d
0	0	141	2808543133	3f2766f8
0	0	142	1380728885	3ea49880
0	0	143	489982948	3de9a45f
0	0	144	3538791480	3f52edac
0	0	145	2393308245	3f0ea6fc
0	0	146	4074740244	3f72df9a
0	0	147	707370585	3e28a679
0	0	148	1878316334	3edfe9aa
0	0	149	618086458	3e135d01
0	0	150	1075773182	3e803dfe
0	0	151	1539263291	3eb77e96
0	0	152	3779804968	3f614b3f
0	0	153	2665341417	3f1edde2
0	0	154	1338202888	3e9f86b6
0	0	155	787733266	3e3bcf6c
0	0	156	2487835748	3f14495c
0	0	157	3527113462	3f523b7b
0	0	158	2121039057	3efcd8fa
0	0	159	1547156413	3eb86f77
0	0	160	4254286473	3f7d9343
0	0	161	3903765899	3f68aebe
0	0	162	3098304571	3f38ac60
0	0	163	242851685	3d6799f6
0	0	164	3152758752	3f3beb48
0	0	165	2151120777	3f003780
0	0	166	551359391	3e03744e
0	0	167	1378066246	3ea4473f
0	0	168	2789862406	3f2649ec
0	0	169	686521349	3e23adf0
0	0	170	3397771535	3f4a85e1
0	0	171	1031326106	3e75e326
0	0	172	2961358226	3f3082be
0	0	173	1261512358	3e96624d
0	0	174	3397644224	3f4a83f0
0	0	175	398359970	3dbdf3ed
0	0	176	2646906466	3f1dc496
0	0	177	2861851940	3f2a9465
0	0	178	390145290	3dba0928
0	0	179	3563571391	3f5467c9
0	0	180	3144137974	3f3b67bd
0	0	181	211287085	3d497fc3
0	0	182	3673138130	3f5aefa4
0	0	183	1192239012	3e8e203f
0	0	184	921918456	3e5bcd70
0	0	185	2854272139	3f2a20bd
0	0	186	534802680	3dff0388
0	0	187	2560835101	3f18a33e
0	0	188	88269144	3ca85c2b
0	0	189	3724625206	3f5e0145
0	0	190	569239384	3e07b79d
0	0	191	3301387122	3f44c72b
0	0	192	2386179290	3f0e3a35
0	0	193	3174721049	3f3d3a66
0	0	194	380793949	3db593a3
0	0	195	4214452352	3f7b3370
0	0	196	220911303	3d52ad6c
0	0	197	343597212	3da3d705
0	0	198	1937044653	3ee6e9e9
0	0	199	2406189257	3f0f6b89
0	0	200	2481290540	3f13e57d
0	0	201	1111197858	3e847711
0	0	202	1956382602	3ee9380f
0	0	203	475642375	3de2cdd0
0	0	204	3856806941	3f65e234
0	0	205	2319741714	3f0a4473
0	0	206	26879216	3bcd1278
0	0	207	932035928	3e5e36f5
0	0	208	657103864	3e1caa70
0	0	209	1404905203	3ea77a4e
0	0	210	3837639838	3f64bdbd
0	0	211	4172211039	3f78aee3
0	0	212	1909092021	3ee394dd
0	0	213	1784895331	3ed4c6af
0	0	214	740434199	3e308884
0	0	215	3357886460	3f482548
0	0	216	1303283952	3e9b5d12
0	0	217	1020066807	3e7333f0
0	0	218	3055034852	3f361822
0	0	219	3627565357	3f583841
0	0	220	272611542	3d81fdc7
0	0	221	4037126342	3f70a1a9
0	0	222	4062418323	3f722396
0	0	223	847435938	3e4a0b63
0	0	224	3678634534	3f5b4382
0	0	225	2823853367	3f285095
0	0	226	270043107	3d80c43f
0	0	227	555118811	3e0459c3
0	0	228	284261814	3d878bee
0	0	229	2791171860	3f265de7
0	0	230	3880597843	3f674d39
0	0	231	3588169648	3f55df20
0	0	232	3229490459	3f407e1d
0	0	233	535244758	3dff397f
0	0	234	2091164440	3ef94946
0	0	235	1591527812	3ebdb993
0	0	236	2142578656	3eff6a50
0	0	237	2678177086	3f1fa1bd
0	0	238	4158936847	3f77e457
0	0	239	2284061419	3f082403
0	0	240	3873849353	3f66e640
0	0	241	1841923038	3edb9308
0	0	242	2896739102	3f2ca8bb
0	0	243	3697798311	3f5c67ed
0	0	244	3899071437	3f68671c
0	0	245	3230091282	3f408748
0	0	246	4031406275	3f704a61
0	0	247	2538189040	3f1749b1
0	0	248	3452580758	3f4dca34
0	0	249	769442735	3e37730f
0	0	250	716225024	3e2ac2e8
0	0	251	1921288948	3ee50916
0	0	252	342660476	3da364ac
0	0	253	2568594668	3f1919a5
0	0	254	3520122219	3f51d0cd
0	0	255	621581369	3e143251
0	0	256	2135907007	3efe9eb5
0	0	257	139412807	3d04f454
0	0	258	4290789463	3f7fc040
0	0	259	3559109693	3f5423b4
0	0	260	4122869249	3f75bdfe
0	0	261	2791117450	3f265d13
0	0	262	1224050633	3e91eb10
0	0	263	3328382013	3f466314
0	0	264	2282268869	3f0808a9
0	0	265	1663111297	3ec64221
0	0	266	3521259512	3f51e228
0	0	267	3306251844	3f451166
0	0	268	1044576649	3e790be6
0	0	269	1089418785	3e81de6c
0	0	270	2284493386	3f082a9a
0	0	271	3866999720	3f667dbc
0	0	272	1772965724	3ed35a9f
0	0	273	3951008738	3f6b7f9c
0	0	274	1545890270	3eb848d4
0	0	275	2337119603	3f0b4d9d
0	0	276	2337794685	3f0b57ea
0	0	277	3682379520	3f5b7ca7
0	0	278	4005151220	3f6eb9c2
0	0	279	825678793	3e44db6f
0	0	280	60320178	3c661a6c
0	0	281	1526174167	3eb5ef24
0	0	282	956593458	3e6411d5
0	0	283	1843734736	3edbca52
0	0	284	517988576	3df6ff07
0	0	285	1236144493	3e935c23
0	0	286	644360466	3e19a0a4
0	0	287	3984955916	3f6d859a
0	0	288	1414219189	3ea8968b
0	0	289	2664786038	3f1ed568
0	0	290	3299102181	3f44a44e
0	0	291	590002184	3e0caae0
0	0	292	2555076647	3f184b60
0	0	293	2570325369	3f19340d
0	0	294	2738653520	3f233c89
0	0	295	3133733984	3f3ac8fc
0	0	296	1905982965	3ee335fc
0	0	297	4116137849	3f755747
0	0	298	1105052831	3e83bb89
0	0	299	3676580890	3f5b242c
0	0	300	4239329250	3f7caf08
0	0	301	3190456752	3f3e2a82
0	0	302	2387632239	3f0e5060
0	0	303	3780825923	3f615ad3
0	0	304	1706358741	3ecb69f0
0	0	305	2850386545	3f29e572
0	0	306	831886222	3e46564e
0	0	307	251814431	3d702622
0	0	308	3520091235	3f51d054
0	0	309	521045473	3df8742f
0	0	310	3506916552	3f51074d
0	0	311	2556814585	3f1865e5
0	0	312	1755717415	3ed14c3e
0	0	313	256756080	3d74dc97
0	0	314	2883184326	3f2bd9e7
0	0	315	1203710771	3e8f7e56
0	0	316	649558281	3e1adde4
0	0	317	432954262	3dce72dd
0	0	318	2255143682	3f066ac3
0	0	319	3870332351	3f66b096
0	0	320	49921954	3c3e6fe8
0	0	321	3468931676	3f4ec3b2
0	0	322	1815237018	3ed864a3
0	0	323	2441465757	3f1185d0
0	0	324	1028448354	3e753382
0	0	325	3454391853	3f4de5d6
0	0	326	3302726244	3f44db9a
0	0	327	815730718	3e427c40
0	0	328	4230227020	3f7c2424
0	0	329	2802927704	3f271148
0	0	330	487218425	3de852e8
0	0	331	3002101461	3f32f06f
0	0	332	66502533	3c7dafe1
0	0	333	769119954	3e375f5b
0	0	334	790372472	3e3c7082
0	0	335	2401402599	3f0f227f
0	0	336	2663779767	3f1ec60e
0	0	337	3179743536	3f3d8709
0	0	338	2778497155	3f259c81
0	0	339	1073509830	3e7ff1d7
0	0	340	1061280057	3e7d0765
0	0	341	2037043836	3ef2d5a5
0	0	342	4215583906	3f7b44b5
0	0	343	461747723	3ddc2db0
0	0	344	2710055758	3f21882b
0	0	345	3134266314	3f3ad11c
0	0	346	750846022	3e330401
0	0	347	2440546527	3f1177c9
0	0	348	194178211	3d392eca
0	0	349	38715347	3c13aff5
0	0	350	1648021561	3ec475a0
0	0	351	3479743358	3f4f68ab
0	0	352	3345167556	3f476335
0	0	353	649030715	3e1abdb1
0	0	354	3473251902	3f4f059e
0	0	355	1807276800	3ed771b6
0	0	356	2508236632	3f1580a7
0	0	357	3047114453	3f359f47
0	0	358	489844415	3de99376
0	0	359	3216560872	3f3fb8d3
0	0	360	969976919	3e6742b1
0	0	361	838746644	3e47f908
0	0	362	540523783	3e00def4
0	0	363	2052149930	3ef4a2a5
0	0	364	14701288	3b6052e8
0	0	365	1418772469	3ea92180
0	0	366	2979995728	3f319f20
0	0	367	497706924	3ded533d
0	0	368	4067364920	3f726f10
0	0	369	1965299355	3eea482d
0	0	370	1359526708	3ea21176
0	0	371	2346729909	3f0be042
0	0	372	3947360044	3f6b47ef
0	0	373	3256768020	3f421e56
0	0	374	3210325848	3f3f59af
0	0	375	2713106245	3f21b6b7
0	0	376	2238727303	3f057045
0	0	377	4089585689	3f73c220
0	0	378	1807339505	3ed773a0
0	0	379	2011384946	3eefc699
0	0	380	3343364873	3f4747b3
0	0	381	1310535150	3e9c3a5c
0	0	382	3944007917	3f6b14c9
0	0	383	2503787338	3f153cc3
0	0	384	4064078716	3f723ceb
0	0	385	3509079398	3f51284d
0	0	386	2358360878	3f0c91bb
0	0	387	2817434909	3f27eea5
0	0	388	3912709274	3f693735
0	0	389	2570118293	3f1930e5
0	0	390	4294611232	3f7ffa91
0	0	391	72372237	3c8a0a02
0	0	392	2921972605	3f2e29c3
0	0	393	2894613529	3f2c884c
0	0	394	2694354040	3f209894
0	0	395	3954100683	3f6baeca
0	0	396	1159594652	3e8a3c05
0	0	397	3578664084	3f554e15
0	0	398	1253650931	3e957264
0	0	399	739505935	3e304fdc
0	0	400	4235355712	3f7c7266
0	0	401	2591541374	3f1a77c8
0	0	402	3233061258	3f40b49a
0	0	403	2723645576	3f225789
0	0	404	4274667501	3f7eca40
0	0	405	2784979453	3f25ff6a
0	0	406	175624646	3d277d1c
0	0	407	2136760152	3efeb8bf
0	0	408	2624471313	3f1c6e41
0	0	409	592587946	3e0d48b3
0	0	410	3671636795	3f5ad8bb
0	0	411	620527741	3e13f202
0	0	412	1127136141	3e865d77
0	0	413	2492143202	3f148b16
0	0	414	1168554174	3e8b4d71
0	0	415	3515969339	3f51916f
0	0	416	1258252517	3e95fed2
0	0	417	2880161144	3f2babc5
0	0	418	3027155899	3f346ebc
0	0	419	3895847033	3f6835e8
0	0	420	1909269527	3ee39a48
0	0	421	161171597	3d19b489
0	0	422	1808888491	3ed7a2e5
0	0	423	3713979258	3f5d5ed3
0	0	424	3377272923	3f494d18
0	0	425	3368030699	3f48c012
0	0	426	769053812	3e375b52
0	0	427	1575097074	3ebbc426
0	0	428	1726200645	3ecdc777
0	0	429	9029073	3b09c5d2
0	0	430	180199561	3d2bda09
0	0	431	689113996	3e244c2e
0	0	432	4124123502	3f75d121
0	0	433	3440552335	3f4d12aa
0	0	434	1267860297	3e972407
0	0	435	2038297041	3ef2fbe4
0	0	436	2099234272	3efa3f8c
0	0	437	165064200	3d1d6ae0
0	0	438	2163329997	3f00f1cc
0	0	439	3843343242	3f6514c4
0	0	440	1978002585	3eebcbd9
0	0	441	3911452664	3f692408
0	0	442	210215009	3d487a06
0	0	443	4016762946	3f6f6af0
0	0	444	3818656261	3f639c12
0	0	445	3717182424	3f5d8fb4
0	0	446	3295673070	3f446ffb
0	0	447	3612670719	3f5754fb
0	0	448	1721558067	3ecd39c8
0	0	449	3519132824	3f51c1b5
0	0	450	8184783	3af9c79f
0	0	451	79674393	3c97f783
0	0	452	2176593998	3f01bc30
0	0	453	306317892	3d921052
0	0	454	4253659936	3f7d89b3
0	0	455	2063963608	3ef60b2c
0	0	456	1097087265	3e82c872
0	0	457	1466863566	3eaedd20
0	0	458	1713108756	3ecc37ee
0	0	459	1578877759	3ebc3786
0	0	460	2083998207	3ef86e94
0	0	461	1687468940	3ec92977
0	0	462	3779516331	3f6146d8
0	0	463	1479609674	3eb0621b
0	0	464	2778847380	3f25a1d9
0	0	465	3166225358	3f3cb8c4
0	0	466	3388149020	3f49f30d
0	0	467	2226535052	3f04b63b
0	0	468	62339685	3c6dce99
0	0	469	3411940074	3f4b5e13
0	0	470	1355362647	3ea19263
0	0	471	2856862486	3f2a4843
0	0	472	4189135378	3f79b122
0	0	473	3183253865	3f3dbc99
0	0	474	96419596	3cb7e7e2
0	0	475	820842437	3e43b43f
0	0	476	847721055	3e4a1cc9
0	0	477	1763038340	3ed22ba9
0	0	478	3230012883	3f408616
0	0	479	1183199404	3e8d0c61
0	0	480	2114521546	3efc1214
0	0	481	3039620536	3f352cee
0	0	482	9246172	3b0d15dc
0	0	483	3166623518	3f3cbed7
0	0	484	4114178313	3f753961
0	0	485	1687484858	3ec929f3
0	0	486	1881222134	3ee04258
0	0	487	3543406473	3f533418
0	0	488	3739046126	3f5edd51
0	0	489	1441714346	3eabdda1
0	0	490	2048762237	3ef43b43
0	0	491	2306929163	3f0980f2
0	0	492	251880969	3d703661
0	0	493	4246703005	3f7d1f8c
0	0	494	4202048663	3f7a762d
0	0	495	2701379853	3f2103c9
0	0	496	1197752150	3e8ec87f
0	0	497	1954902324	3ee90ae2
0	0	498	186410879	3d31c678
0	0	499	3326830550	3f464b68
0	0	500	1154656305	3e89a550
0	0	501	4217368597	3f7b5ff0
0	0	502	4258300942	3f7dd084
0	0	503	2683536498	3f1ff384
0	0	504	1210391925	3e904a3b
0	0	505	1440781073	3eabc126
0	0	506	1951523556	3ee8a3c6
0	0	507	279729498	3d8562ab
0	0	508	445752859	3dd48d31
0	0	509	3360752139	3f485102
0	0	510	4188037444	3f79a061
0	0	511	3811392663	3f632d3d
0	0	512	2239480765	3f057bc4
0	0	513	150932066	3d0ff0a6
0	0	514	1909635847	3ee3a576
0	0	515	3351855425	3f47c941
0	0	516	1002449020	3e6f00a2
0	0	517	4068489414	3f728039
0	0	518	2474178910	3f1378f9
0	0	519	284477544	3d87a643
0	0	520	3784432459	3f6191db
0	0	521	1428653925	3eaa4f0f
0	0	522	2411932867	3f0fc32d
0	0	523	1396952903	3ea6879f
0	0	524	817649435	3e42f15c
0	0	525	164343235	3d1cbadc
0	0	526	4156702131	3f77c23e
0	0	527	1108187586	3e841b34
0	0	528	3525178730	3f521df5
0	0	529	2665588907	3f1ee1a9
0	0	530	11143694	3b2a0a0e
0	0	531	3048371052	3f35b273
0	0	532	3389864203	3f4a0d39
0	0	533	2655748544	3f1e4b82
0	0	534	3057940976	3f36447a
0	0	535	3215459577	3f3fa805
0	0	536	4095767103	3f742072
0	0	537	4001950278	3f6e88ea
0	0	538	3814029045	3f635577
0	0	539	4196431488	3f7a2076
0	0	540	999202828	3e6e3a80
0	0	541	390011863	3db9f8df
0	0	542	2364154720	3f0cea23
0	0	543	4018234390	3f6f8164
0	0	544	1933036947	3ee66f9b
0	0	545	837091623	3e479405
0	0	546	1578798869	3ebc351e
0	0	547	3523270126	3f5200d6
0	0	548	3407204668	3f4b15d1
0	0	549	3181297202	3f3d9ebe
0	0	550	4030299169	3f70397c
0	0	551	2300649715	3f092121
0	0	552	3922800020	3f69d12e
0	0	553	2304905940	3f096213
0	0	554	3387733249	3f49ecb5
0	0	555	1322357785	3e9da328
0	0	556	2296574243	3f08e2f1
0	0	557	177083322	3d28e13c
0	0	558	1556410373	3eb989e0
0	0	559	3648854762	3f597d1b
0	0	560	3787129069	3f61bb01
0	0	561	103322088	3cc5123d
0	0	562	1233382461	3e9307d8
0	0	563	2245104846	3f05d195
0	0	564	1971836143	3eeb0faa
0	0	565	2382829871	3f0e0719
0	0	566	1521683253	3eb56616
0	0	567	1502519717	3eb31d43
0	0	568	616803602	3e130eb4
0	0	569	2620223974	3f1c2d72
0	0	570	660770970	3e1d8a42
0	0	571	3218177965	3f3fd180
0	0	572	3027479580	3f3473ac
0	0	573	174576585	3d267d3d
0	0	574	2597707602	3f1ad5df
0	0	575	1155967374	3e89cd53
0	0	576	1623283578	3ec182af
0	0	577	1319312004	3e9d4635
0	0	578	2159090378	3f00b11b
0	0	579	2329280169	3f0ad5ff
0	0	580	2970715671	3f311186
0	0	581	3100570964	3f38cef5
0	0	582	3634746509	3f58a5d5
0	0	583	2425372801	3f109041
0	0	584	992847718	3e6cb69e
0	0	585	3477520776	3f4f46c2
0	0	586	1107664918	3e840b40
0	0	587	1871986731	3edf2880
0	0	588	2740915035	3f235f0b
0	0	589	129327469	3cf6ac2e
0	0	590	1026789313	3e74ce3f
0	0	591	2120218478	3efcbfef
0	0	592	2831253399	3f28c180
0	0	593	686612336	3e23b37e
0	0	594	5610943	3aab3b7f
0	0	595	2244796089	3f05ccdf
0	0	596	2351540763	3f0c29aa
0	0	597	3810293530	3f631c77
0	0	598	2195686860	3f02df86
0	0	599	794574124	3e3d70f5
0	0	600	2746128497	3f23ae98
0	0	601	1311915560	3e9c647c
0	0	602	730462547	3e2e27e5
0	0	603	1567744809	3ebae3c6
0	0	604	1506237030	3eb38eb5
0	0	605	3846894867	3f654af5
0	0	606	2249402375	3f061328
0	0	607	886929166	3e5375dc
0	0	608	2117409457	3efc6a35
0	0	609	2445154182	3f11be18
0	0	610	2262756805	3f06deee
0	0	611	2126726960	3efd868e
0	0	612	2791674004	3f266591
0	0	613	2828302395	3f289478
0	0	614	3779361066	3f614479
0	0	615	356418046	3da9f410
0	0	616	798894037	3e3e789f
0	0	617	1230738545	3e92b729
0	0	618	3907704520	3f68ead7
0	0	619	1909367959	3ee39d49
0	0	620	3592101619	3f561b1f
0	0	621	1412223527	3ea859a4
0	0	622	459893748	3ddb4b60
0	0	623	2910927998	3f2d813c
0	0	624	2983852674	3f31d9fb
0	0	625	1746412285	3ed03046
0	0	626	936440731	3e5f43ce
0	0	627	2741203061	3f236370
0	0	628	2595129747	3f1aae8a
0	0	629	675795458	3e211f48
0	0	630	3050751320	3f35d6c5
0	0	631	581677495	3e0aaec7
0	0	632	354998697	3da946cd
0	0	633	3498304550	3f5083e4
0	0	634	2649828867	3f1df12e
0	0	635	3443604196	3f4d413b
0	0	636	3796848561	3f624f50
0	0	637	1088893504	3e81ce64
0	0	638	2231702857	3f050515
0	0	639	1212278680	3e9083cf
0	0	640	1595913160	3ebe3f68
0	0	641	56348076	3c56f36b
0	0	642	2969544329	3f30ffa7
0	0	643	1420611061	3ea9599c
0	0	644	20297639	3b9adbd4
0	0	645	1778839705	3ed40de1
0	0	646	1700538684	3ecab852
0	0	647	2229512989	3f04e3ab
0	0	648	3692479123	3f5c16c3
0	0	649	3535743855	3f52bf2b
0	0	650	2051747589	3ef4965e
0	0	651	1993617111	3eeda85e
0	0	652	2015961236	3ef05241
0	0	653	2410073260	3f0fa6cd
0	0	654	867970871	3e4ef0bd
0	0	655	3708486371	3f5d0b03
0	0	656	3984029393	3f6d7777
0	0	657	3868156851	3f668f64
0	0	658	3939131087	3f6aca5f
0	0	659	427234150	3dcbb89b
0	0	660	2844902316	3f2991c4
0	0	661	196699023	3d3b9639
0	0	662	2892767915	3f2c6c23
0	0	663	427091825	3dcba73c
0	0	664	3353799744	3f47e6ec
0	0	665	286341624	3d8889d0
0	0	666	3154901484	3f3c0bfa
0	0	667	1430343022	3eaa829b
0	0	668	4012224240	3f6f25af
0	0	669	1449295504	3eacc4fd
0	0	670	590490462	3e0cc8ad
0	0	671	3383208983	3f49a7ac
0	0	672	4102196714	3f74828e
0	0	673	3668720407	3f5aac3b
0	0	674	3542159728	3f532111
0	0	675	2869151628	3f2b03c8
0	0	676	4047420891	3f713ebe
0	0	677	2972962412	3f3133ce
0	0	678	3404657635	3f4aeef4
0	0	679	2192075311	3f02a86a
0	0	680	2788633081	3f26372a
0	0	681	1209575452	3e903150
0	0	682	2487349376	3f1441f0
0	0	683	1647010144	3ec456c3
0	0	684	2302427675	3f093c42
0	0	685	1713753918	3ecc4b9e
0	0	686	747137995	3e3221af
0	0	687	1119897101	3e85808c
0	0	688	913272046	3e59bdb4
0	0	689	249456927	3d6de692
0	0	690	670567049	3e1fe02a
0	0	691	2451550631	3f121fb2
0	0	692	4235851838	3f7c79f8
0	0	693	3832874858	3f647507
0	0	694	1531819619	3eb69b6d
0	0	695	2164005760	3f00fc1c
0	0	696	548649142	3e02cee3
0	0	697	3637035315	3f58c8c1
0	0	698	722864274	3e2c5822
0	0	699	3645857674	3f594f60
0	0	700	3441754470	3f4d2501
0	0	701	7390874	3ae18d35
0	0	702	2681118970	3f1fcea1
0	0	703	2800178820	3f26e757
0	0	704	2757074844	3f2455a0
0	0	705	1359629817	3ea2149c
0	0	706	3098518002	3f38afa2
0	0	707	1272927223	3e97bea8
0	0	708	3473125312	3f4f03b0
0	0	709	2229038007	3f04dc6c
0	0	710	186381672	3d31bf56
0	0	711	2622400228	3f1c4ea7
0	0	712	3120645106	3f3a0144
0	0	713	2324014273	3f0a85a5
0	0	714	4148724737	3f774884
0	0	715	2108931618	3efb677c
0	0	716	897247113	3e55eb9e
0	0	717	694872914	3e25abad
0	0	718	193929099	3d38f1f9
0	0	719	2907846376	3f2d5237
0	0	720	4055353062	3f71b7c7
0	0	721	3383728284	3f49af99
0	0	722	1111087191	3e8473b1
0	0	723	2405953977	3f0f67f2
0	0	724	4018725443	3f6f88e2
0	0	725	2200924995	3f032f73
0	0	726	1803663794	3ed70373
0	0	727	1692037764	3ec9b4e5
0	0	728	2271869289	3f0769f9
0	0	729	1697923298	3eca6882
0	0	730	2835894599	3f290851
0	0	731	4227195052	3f7bf5e1
0	0	732	4052615019	3f718dff
0	0	733	1943131630	3ee7a3ac
0	0	734	89783368	3cab3f89
0	0	735	951373728	3e62d33e
0	0	736	1192080986	3e8e1b6d
0	0	737	2728391115	3f229ff2
0	0	738	2080369021	3ef7ffd3
0	0	739	2557152612	3f186b0d
0	0	740	4276835462	3f7eeb55
0	0	741	3527178947	3f523c7b
0	0	742	2645189881	3f1daa65
0	0	743	4204792405	3f7aa00a
0	0	744	3631520769	3f58749c
0	0	745	2476991276	3f13a3e3
0	0	746	1050472621	3e7a73c3
0	0	747	4050050955	3f7166e0
0	0	748	2849904358	3f29de17
0	0	749	2307072323	3f098321
0	0	750	2946768052	3f2fa41d
0	0	751	1990976636	3eed57c9
0	0	752	1759424109	3ed1bd5d
0	0	753	2868250502	3f2af608
0	0	754	2975241405	3f315695
0	0	755	3816404731	3f6379b7
0	0	756	2887834554	3f2c20dc
0	0	757	1164847236	3e8adc51
0	0	758	1855061879	3edd23ff
0	0	759	4081154743	3f73417b
0	0	760	4200221142	3f7a5a4a
0	0	761	894784816	3e555555
0	0	762	2088398366	3ef8f4dc
0	0	763	1355750327	3ea19e37
0	0	764	837874964	3e47c3d4
0	0	765	1755441396	3ed143d2
0	0	766	4034926080	3f708016
0	0	767	1350091363	3ea0f185
0	0	768	2982320013	3f31c298
0	0	769	2304019923	3f09548e
0	0	770	874452501	3e507c58
0	0	771	385956766	3db809dd
0	0	772	2378397056	3f0dc376
0	0	773	108472726	3ccee533
0	0	774	3560467104	3f54386b
0	0	775	2489542268	3f146366
0	0	776	483540777	3de691f9
0	0	777	2051884932	3ef49a8f
0	0	778	338770972	3da189e1
0	0	779	3434405143	3f4cb4dd
0	0	780	2402872156	3f0f38eb
0	0	781	1024251391	3e743358
0	0	782	2145839042	3effcdd0
0	0	783	1871205843	3edf10ac
