| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-mi325x-gfx942 |
| logistic/odd                 | model  | IDENTICAL x3 | 1be05ca406afb6a5 | 1be05ca406afb6a5 | 1be05ca406afb6a5 |
| logistic/odd                 | batch  | IDENTICAL x3 | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c | bfcf2fb97fd7a14c |
| logistic/odd                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| logistic/odd                 | batchscale | IDENTICAL x3 | fcf3da58a3b9a549 | fcf3da58a3b9a549 | fcf3da58a3b9a549 |
| logistic/odd                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| logistic/ties                | infer  | IDENTICAL x3 | 31ae5dc087daddea | 31ae5dc087daddea | 31ae5dc087daddea |
| logistic/ties                | model  | IDENTICAL x3 | eff4803be10700c8 | eff4803be10700c8 | eff4803be10700c8 |
| logistic/ties                | batch  | IDENTICAL x3 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 | 2eb32fc5060dcf00 |
| logistic/ties                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| logistic/ties                | batchscale | IDENTICAL x3 | 1828affe076fdf68 | 1828affe076fdf68 | 1828affe076fdf68 |
| logistic/ties                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| logistic/wide                | infer  | IDENTICAL x3 | 0b4e034053a507a6 | 0b4e034053a507a6 | 0b4e034053a507a6 |
| logistic/wide                | model  | IDENTICAL x3 | 576c92b63ada584d | 576c92b63ada584d | 576c92b63ada584d |
| logistic/wide                | batch  | IDENTICAL x3 | a975cc495acc07a6 | a975cc495acc07a6 | a975cc495acc07a6 |
| logistic/wide                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  | n/a:no-backward  |
| logistic/wide                | batchscale | IDENTICAL x3 | 9d81641214f9c8ff | 9d81641214f9c8ff | 9d81641214f9c8ff |
| logistic/wide                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis | n/a:no-sequence-axis |
| mamba1/base                  | infer  | IDENTICAL x3 | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/base                  | batch  | IDENTICAL x3 | fbb1f3233000006e | fbb1f3233000006e | fbb1f3233000006e |
| mamba1/base                  | batchgrad | IDENTICAL x3 | 6dc76b046d9dfd07 | 6dc76b046d9dfd07 | 6dc76b046d9dfd07 |
| mamba1/base                  | batchscale | IDENTICAL x3 | 5481e0dff3303591 | 5481e0dff3303591 | 5481e0dff3303591 |
| mamba1/base                  | ragged | IDENTICAL x3 | e560b542fc558190 | e560b542fc558190 | e560b542fc558190 |
| mamba1/denormal              | infer  | IDENTICAL x3 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/denormal              | batch  | IDENTICAL x3 | a17b09e0f608dab7 | a17b09e0f608dab7 | a17b09e0f608dab7 |
| mamba1/denormal              | batchgrad | IDENTICAL x3 | 6a7023d45d75092c | 6a7023d45d75092c | 6a7023d45d75092c |
| mamba1/denormal              | batchscale | IDENTICAL x3 | 6cefa2fe4b8e937a | 6cefa2fe4b8e937a | 6cefa2fe4b8e937a |
| mamba1/denormal              | ragged | IDENTICAL x3 | 820e4e6bfba11c24 | 820e4e6bfba11c24 | 820e4e6bfba11c24 |
| mamba1/denormal_ftz          | infer  | IDENTICAL x3 | 79e0f910c5525ef7 | 79e0f910c5525ef7 | 79e0f910c5525ef7 |
| mamba1/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/denormal_ftz          | batch  | IDENTICAL x3 | a17b09e0f608dab7 | a17b09e0f608dab7 | a17b09e0f608dab7 |
| mamba1/denormal_ftz          | batchgrad | IDENTICAL x3 | 6a7023d45d75092c | 6a7023d45d75092c | 6a7023d45d75092c |
| mamba1/denormal_ftz          | batchscale | IDENTICAL x3 | 6cefa2fe4b8e937a | 6cefa2fe4b8e937a | 6cefa2fe4b8e937a |
| mamba1/denormal_ftz          | ragged | IDENTICAL x3 | 820e4e6bfba11c24 | 820e4e6bfba11c24 | 820e4e6bfba11c24 |
| mamba1/dupes                 | infer  | IDENTICAL x3 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 | 4f1ca2b3595ec583 |
| mamba1/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/dupes                 | batch  | IDENTICAL x3 | 7eb2c68796e0f91a | 7eb2c68796e0f91a | 7eb2c68796e0f91a |
| mamba1/dupes                 | batchgrad | IDENTICAL x3 | d3d5d8870262f8b6 | d3d5d8870262f8b6 | d3d5d8870262f8b6 |
| mamba1/dupes                 | batchscale | IDENTICAL x3 | b8fa64bb560de88e | b8fa64bb560de88e | b8fa64bb560de88e |
| mamba1/dupes                 | ragged | IDENTICAL x3 | 5a07ad1dafb81fb1 | 5a07ad1dafb81fb1 | 5a07ad1dafb81fb1 |
| mamba1/hashed                | infer  | IDENTICAL x3 | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce | b2e6c1006bf3a5ce |
| mamba1/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/hashed                | batch  | IDENTICAL x3 | 29fc3810bca1e78a | 29fc3810bca1e78a | 29fc3810bca1e78a |
| mamba1/hashed                | batchgrad | IDENTICAL x3 | 02307cd514fceb2d | 02307cd514fceb2d | 02307cd514fceb2d |
| mamba1/hashed                | batchscale | IDENTICAL x3 | d44c4d814a35d216 | d44c4d814a35d216 | d44c4d814a35d216 |
| mamba1/hashed                | ragged | IDENTICAL x3 | 8fbfb081c0991539 | 8fbfb081c0991539 | 8fbfb081c0991539 |
| mamba1/negative              | infer  | IDENTICAL x3 | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 | c0e8d2045bc0faf6 |
| mamba1/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/negative              | batch  | IDENTICAL x3 | a48d8850d38c0e4c | a48d8850d38c0e4c | a48d8850d38c0e4c |
| mamba1/negative              | batchgrad | IDENTICAL x3 | d337c6414d0c6b88 | d337c6414d0c6b88 | d337c6414d0c6b88 |
| mamba1/negative              | batchscale | IDENTICAL x3 | f1f293536dd10853 | f1f293536dd10853 | f1f293536dd10853 |
| mamba1/negative              | ragged | IDENTICAL x3 | 71baa8846a0294d9 | 71baa8846a0294d9 | 71baa8846a0294d9 |
| mamba1/odd                   | infer  | IDENTICAL x3 | 97e86b9db80719a7 | 97e86b9db80719a7 | 97e86b9db80719a7 |
| mamba1/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/odd                   | batch  | IDENTICAL x3 | fbb1f3233000006e | fbb1f3233000006e | fbb1f3233000006e |
| mamba1/odd                   | batchgrad | IDENTICAL x3 | 6dc76b046d9dfd07 | 6dc76b046d9dfd07 | 6dc76b046d9dfd07 |
| mamba1/odd                   | batchscale | IDENTICAL x3 | 8f97528deb8aa655 | 8f97528deb8aa655 | 8f97528deb8aa655 |
| mamba1/odd                   | ragged | IDENTICAL x3 | e560b542fc558190 | e560b542fc558190 | e560b542fc558190 |
| mamba1/ties                  | infer  | IDENTICAL x3 | 13aed38cf2e3c341 | 13aed38cf2e3c341 | 13aed38cf2e3c341 |
| mamba1/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/ties                  | batch  | IDENTICAL x3 | 23b7f12c8a228592 | 23b7f12c8a228592 | 23b7f12c8a228592 |
| mamba1/ties                  | batchgrad | IDENTICAL x3 | 606a5724ab5c0f41 | 606a5724ab5c0f41 | 606a5724ab5c0f41 |
| mamba1/ties                  | batchscale | IDENTICAL x3 | dcb2a540e0d72eac | dcb2a540e0d72eac | dcb2a540e0d72eac |
| mamba1/ties                  | ragged | IDENTICAL x3 | 5abcb0b09ea615e3 | 5abcb0b09ea615e3 | 5abcb0b09ea615e3 |
| mamba1/wide                  | infer  | IDENTICAL x3 | 905c98cf2a276d1d | 905c98cf2a276d1d | 905c98cf2a276d1d |
| mamba1/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba1/wide                  | batch  | IDENTICAL x3 | e83173af858d8291 | e83173af858d8291 | e83173af858d8291 |
| mamba1/wide                  | batchgrad | IDENTICAL x3 | 44ae6f0520c58bb3 | 44ae6f0520c58bb3 | 44ae6f0520c58bb3 |
| mamba1/wide                  | batchscale | IDENTICAL x3 | 54da89a0749a8c64 | 54da89a0749a8c64 | 54da89a0749a8c64 |
| mamba1/wide                  | ragged | IDENTICAL x3 | 93bf5f8aa3430649 | 93bf5f8aa3430649 | 93bf5f8aa3430649 |
| mamba2-dtlimit/base          | infer  | IDENTICAL x3 | 574842725ea2d43f | 574842725ea2d43f | 574842725ea2d43f |
| mamba2-dtlimit/base          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/base          | batch  | IDENTICAL x3 | af7b9d3840cf5ef4 | af7b9d3840cf5ef4 | af7b9d3840cf5ef4 |
| mamba2-dtlimit/base          | batchgrad | IDENTICAL x3 | cd0ad4d1f1ebde94 | cd0ad4d1f1ebde94 | cd0ad4d1f1ebde94 |
| mamba2-dtlimit/base          | batchscale | IDENTICAL x3 | e2f29cd647bd434e | e2f29cd647bd434e | e2f29cd647bd434e |
| mamba2-dtlimit/base          | ragged | IDENTICAL x3 | 0fe25a2632347e16 | 0fe25a2632347e16 | 0fe25a2632347e16 |
| mamba2-dtlimit/denormal      | infer  | IDENTICAL x3 | a88b2984e2b61ecc | a88b2984e2b61ecc | a88b2984e2b61ecc |
| mamba2-dtlimit/denormal      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/denormal      | batch  | IDENTICAL x3 | fc87c19f72f968a4 | fc87c19f72f968a4 | fc87c19f72f968a4 |
| mamba2-dtlimit/denormal      | batchgrad | IDENTICAL x3 | 6301d0357ff4a866 | 6301d0357ff4a866 | 6301d0357ff4a866 |
| mamba2-dtlimit/denormal      | batchscale | IDENTICAL x3 | 129e8ba500105487 | 129e8ba500105487 | 129e8ba500105487 |
| mamba2-dtlimit/denormal      | ragged | IDENTICAL x3 | 6c5dd05bef2b93a6 | 6c5dd05bef2b93a6 | 6c5dd05bef2b93a6 |
| mamba2-dtlimit/denormal_ftz  | infer  | IDENTICAL x3 | a88b2984e2b61ecc | a88b2984e2b61ecc | a88b2984e2b61ecc |
| mamba2-dtlimit/denormal_ftz  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/denormal_ftz  | batch  | IDENTICAL x3 | fc87c19f72f968a4 | fc87c19f72f968a4 | fc87c19f72f968a4 |
| mamba2-dtlimit/denormal_ftz  | batchgrad | IDENTICAL x3 | 6301d0357ff4a866 | 6301d0357ff4a866 | 6301d0357ff4a866 |
| mamba2-dtlimit/denormal_ftz  | batchscale | IDENTICAL x3 | 129e8ba500105487 | 129e8ba500105487 | 129e8ba500105487 |
| mamba2-dtlimit/denormal_ftz  | ragged | IDENTICAL x3 | 6c5dd05bef2b93a6 | 6c5dd05bef2b93a6 | 6c5dd05bef2b93a6 |
| mamba2-dtlimit/dupes         | infer  | IDENTICAL x3 | ce418d3c6ca799ae | ce418d3c6ca799ae | ce418d3c6ca799ae |
| mamba2-dtlimit/dupes         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/dupes         | batch  | IDENTICAL x3 | 14ae83f5c3e1998f | 14ae83f5c3e1998f | 14ae83f5c3e1998f |
| mamba2-dtlimit/dupes         | batchgrad | IDENTICAL x3 | 3282e2d8d4f91249 | 3282e2d8d4f91249 | 3282e2d8d4f91249 |
| mamba2-dtlimit/dupes         | batchscale | IDENTICAL x3 | 8fc7b3cccce77c49 | 8fc7b3cccce77c49 | 8fc7b3cccce77c49 |
| mamba2-dtlimit/dupes         | ragged | IDENTICAL x3 | d8399deb8feb945d | d8399deb8feb945d | d8399deb8feb945d |
| mamba2-dtlimit/hashed        | infer  | IDENTICAL x3 | f9184585ded42cc8 | f9184585ded42cc8 | f9184585ded42cc8 |
| mamba2-dtlimit/hashed        | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/hashed        | batch  | IDENTICAL x3 | 6251ed997aa6e1ff | 6251ed997aa6e1ff | 6251ed997aa6e1ff |
| mamba2-dtlimit/hashed        | batchgrad | IDENTICAL x3 | 7c7e39f70c6a2340 | 7c7e39f70c6a2340 | 7c7e39f70c6a2340 |
| mamba2-dtlimit/hashed        | batchscale | IDENTICAL x3 | 6587794eb21492f5 | 6587794eb21492f5 | 6587794eb21492f5 |
| mamba2-dtlimit/hashed        | ragged | IDENTICAL x3 | 44933e25e57279d7 | 44933e25e57279d7 | 44933e25e57279d7 |
| mamba2-dtlimit/negative      | infer  | IDENTICAL x3 | e71489aec1499756 | e71489aec1499756 | e71489aec1499756 |
| mamba2-dtlimit/negative      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/negative      | batch  | IDENTICAL x3 | 822a574e48d23549 | 822a574e48d23549 | 822a574e48d23549 |
| mamba2-dtlimit/negative      | batchgrad | IDENTICAL x3 | 5e6136ab5ecd7e55 | 5e6136ab5ecd7e55 | 5e6136ab5ecd7e55 |
| mamba2-dtlimit/negative      | batchscale | IDENTICAL x3 | 41a7fd6cd3fc1a1d | 41a7fd6cd3fc1a1d | 41a7fd6cd3fc1a1d |
| mamba2-dtlimit/negative      | ragged | IDENTICAL x3 | 986898fbf71488b1 | 986898fbf71488b1 | 986898fbf71488b1 |
| mamba2-dtlimit/odd           | infer  | IDENTICAL x3 | 574842725ea2d43f | 574842725ea2d43f | 574842725ea2d43f |
| mamba2-dtlimit/odd           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/odd           | batch  | IDENTICAL x3 | af7b9d3840cf5ef4 | af7b9d3840cf5ef4 | af7b9d3840cf5ef4 |
| mamba2-dtlimit/odd           | batchgrad | IDENTICAL x3 | cd0ad4d1f1ebde94 | cd0ad4d1f1ebde94 | cd0ad4d1f1ebde94 |
| mamba2-dtlimit/odd           | batchscale | IDENTICAL x3 | b8715636bb190b5d | b8715636bb190b5d | b8715636bb190b5d |
| mamba2-dtlimit/odd           | ragged | IDENTICAL x3 | 0fe25a2632347e16 | 0fe25a2632347e16 | 0fe25a2632347e16 |
| mamba2-dtlimit/ties          | infer  | IDENTICAL x3 | 6961b92c3565ded6 | 6961b92c3565ded6 | 6961b92c3565ded6 |
| mamba2-dtlimit/ties          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/ties          | batch  | IDENTICAL x3 | af6fcf1e9222cb76 | af6fcf1e9222cb76 | af6fcf1e9222cb76 |
| mamba2-dtlimit/ties          | batchgrad | IDENTICAL x3 | 1561179a532a5697 | 1561179a532a5697 | 1561179a532a5697 |
| mamba2-dtlimit/ties          | batchscale | IDENTICAL x3 | 82db40d087dd1829 | 82db40d087dd1829 | 82db40d087dd1829 |
| mamba2-dtlimit/ties          | ragged | IDENTICAL x3 | f7efc342921c1098 | f7efc342921c1098 | f7efc342921c1098 |
| mamba2-dtlimit/wide          | infer  | IDENTICAL x3 | c8604d7add29e134 | c8604d7add29e134 | c8604d7add29e134 |
| mamba2-dtlimit/wide          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2-dtlimit/wide          | batch  | IDENTICAL x3 | 93f22fa95029c3d8 | 93f22fa95029c3d8 | 93f22fa95029c3d8 |
| mamba2-dtlimit/wide          | batchgrad | IDENTICAL x3 | 7b66b1a3a14acfb8 | 7b66b1a3a14acfb8 | 7b66b1a3a14acfb8 |
| mamba2-dtlimit/wide          | batchscale | IDENTICAL x3 | ed66d3b94742f0fd | ed66d3b94742f0fd | ed66d3b94742f0fd |
| mamba2-dtlimit/wide          | ragged | IDENTICAL x3 | de5bdde294971ec3 | de5bdde294971ec3 | de5bdde294971ec3 |
| mamba2/base                  | infer  | IDENTICAL x3 | b0084ee171c0720f | b0084ee171c0720f | b0084ee171c0720f |
| mamba2/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/base                  | batch  | IDENTICAL x3 | d21a83ab6b3ce297 | d21a83ab6b3ce297 | d21a83ab6b3ce297 |
| mamba2/base                  | batchgrad | IDENTICAL x3 | 99cad63be0fb7239 | 99cad63be0fb7239 | 99cad63be0fb7239 |
| mamba2/base                  | batchscale | IDENTICAL x3 | f5c6c5c02917a956 | f5c6c5c02917a956 | f5c6c5c02917a956 |
| mamba2/base                  | ragged | IDENTICAL x3 | f1f44805dc9171e8 | f1f44805dc9171e8 | f1f44805dc9171e8 |
| mamba2/denormal              | infer  | IDENTICAL x3 | 715e3b3d9ee219ba | 715e3b3d9ee219ba | 715e3b3d9ee219ba |
| mamba2/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/denormal              | batch  | IDENTICAL x3 | ce1a26dfa4587c15 | ce1a26dfa4587c15 | ce1a26dfa4587c15 |
| mamba2/denormal              | batchgrad | IDENTICAL x3 | ce0a5a78bcd04f68 | ce0a5a78bcd04f68 | ce0a5a78bcd04f68 |
| mamba2/denormal              | batchscale | IDENTICAL x3 | a8a0984b5804dde6 | a8a0984b5804dde6 | a8a0984b5804dde6 |
| mamba2/denormal              | ragged | IDENTICAL x3 | c6cfc709454fd6a4 | c6cfc709454fd6a4 | c6cfc709454fd6a4 |
| mamba2/denormal_ftz          | infer  | IDENTICAL x3 | 715e3b3d9ee219ba | 715e3b3d9ee219ba | 715e3b3d9ee219ba |
| mamba2/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/denormal_ftz          | batch  | IDENTICAL x3 | ce1a26dfa4587c15 | ce1a26dfa4587c15 | ce1a26dfa4587c15 |
| mamba2/denormal_ftz          | batchgrad | IDENTICAL x3 | ce0a5a78bcd04f68 | ce0a5a78bcd04f68 | ce0a5a78bcd04f68 |
| mamba2/denormal_ftz          | batchscale | IDENTICAL x3 | a8a0984b5804dde6 | a8a0984b5804dde6 | a8a0984b5804dde6 |
| mamba2/denormal_ftz          | ragged | IDENTICAL x3 | c6cfc709454fd6a4 | c6cfc709454fd6a4 | c6cfc709454fd6a4 |
| mamba2/dupes                 | infer  | IDENTICAL x3 | bc19a007224d9860 | bc19a007224d9860 | bc19a007224d9860 |
| mamba2/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/dupes                 | batch  | IDENTICAL x3 | 82b6615b36847109 | 82b6615b36847109 | 82b6615b36847109 |
| mamba2/dupes                 | batchgrad | IDENTICAL x3 | 30287f3369d63e43 | 30287f3369d63e43 | 30287f3369d63e43 |
| mamba2/dupes                 | batchscale | IDENTICAL x3 | 8b9801efe8170524 | 8b9801efe8170524 | 8b9801efe8170524 |
| mamba2/dupes                 | ragged | IDENTICAL x3 | c6240fc848bde00d | c6240fc848bde00d | c6240fc848bde00d |
| mamba2/hashed                | infer  | IDENTICAL x3 | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 | fa5cdfa7a8028ea4 |
| mamba2/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/hashed                | batch  | IDENTICAL x3 | a824974d95e976a1 | a824974d95e976a1 | a824974d95e976a1 |
| mamba2/hashed                | batchgrad | IDENTICAL x3 | cc350cb47739345e | cc350cb47739345e | cc350cb47739345e |
| mamba2/hashed                | batchscale | IDENTICAL x3 | 492b5c7545648f34 | 492b5c7545648f34 | 492b5c7545648f34 |
| mamba2/hashed                | ragged | IDENTICAL x3 | 758a09358b4de751 | 758a09358b4de751 | 758a09358b4de751 |
| mamba2/negative              | infer  | IDENTICAL x3 | e47047c1022164fb | e47047c1022164fb | e47047c1022164fb |
| mamba2/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/negative              | batch  | IDENTICAL x3 | 5e4dc2619d55149f | 5e4dc2619d55149f | 5e4dc2619d55149f |
| mamba2/negative              | batchgrad | IDENTICAL x3 | 2992677ebe413db5 | 2992677ebe413db5 | 2992677ebe413db5 |
| mamba2/negative              | batchscale | IDENTICAL x3 | 9c78b8aeea6269b2 | 9c78b8aeea6269b2 | 9c78b8aeea6269b2 |
| mamba2/negative              | ragged | IDENTICAL x3 | 2586664048028a83 | 2586664048028a83 | 2586664048028a83 |
| mamba2/odd                   | infer  | IDENTICAL x3 | b0084ee171c0720f | b0084ee171c0720f | b0084ee171c0720f |
| mamba2/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/odd                   | batch  | IDENTICAL x3 | d21a83ab6b3ce297 | d21a83ab6b3ce297 | d21a83ab6b3ce297 |
| mamba2/odd                   | batchgrad | IDENTICAL x3 | 99cad63be0fb7239 | 99cad63be0fb7239 | 99cad63be0fb7239 |
| mamba2/odd                   | batchscale | IDENTICAL x3 | 71e5ec10135b32fb | 71e5ec10135b32fb | 71e5ec10135b32fb |
| mamba2/odd                   | ragged | IDENTICAL x3 | f1f44805dc9171e8 | f1f44805dc9171e8 | f1f44805dc9171e8 |
| mamba2/ties                  | infer  | IDENTICAL x3 | bbd1634ec2e78ddf | bbd1634ec2e78ddf | bbd1634ec2e78ddf |
| mamba2/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/ties                  | batch  | IDENTICAL x3 | 4b2801f8f573c8c8 | 4b2801f8f573c8c8 | 4b2801f8f573c8c8 |
| mamba2/ties                  | batchgrad | IDENTICAL x3 | d662c396d92de418 | d662c396d92de418 | d662c396d92de418 |
| mamba2/ties                  | batchscale | IDENTICAL x3 | 9febb4c33c9d4b48 | 9febb4c33c9d4b48 | 9febb4c33c9d4b48 |
| mamba2/ties                  | ragged | IDENTICAL x3 | 8f0119a70131adcb | 8f0119a70131adcb | 8f0119a70131adcb |
| mamba2/wide                  | infer  | IDENTICAL x3 | b67647742c88aaf1 | b67647742c88aaf1 | b67647742c88aaf1 |
| mamba2/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba2/wide                  | batch  | IDENTICAL x3 | 0a20d6f3d8237f24 | 0a20d6f3d8237f24 | 0a20d6f3d8237f24 |
| mamba2/wide                  | batchgrad | IDENTICAL x3 | 3151cfcc25d5c776 | 3151cfcc25d5c776 | 3151cfcc25d5c776 |
| mamba2/wide                  | batchscale | IDENTICAL x3 | ff5f412bb3fd5328 | ff5f412bb3fd5328 | ff5f412bb3fd5328 |
| mamba2/wide                  | ragged | IDENTICAL x3 | 9c1bcc53c4f2905a | 9c1bcc53c4f2905a | 9c1bcc53c4f2905a |
| mamba3/base                  | infer  | IDENTICAL x3 | 6d73873ffe222457 | 6d73873ffe222457 | 6d73873ffe222457 |
| mamba3/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/base                  | batch  | IDENTICAL x3 | a59631110897fda3 | a59631110897fda3 | a59631110897fda3 |
| mamba3/base                  | batchgrad | IDENTICAL x3 | 292bbf6a571391a3 | 292bbf6a571391a3 | 292bbf6a571391a3 |
| mamba3/base                  | batchscale | IDENTICAL x3 | 509739cc35c73cb0 | 509739cc35c73cb0 | 509739cc35c73cb0 |
| mamba3/base                  | ragged | IDENTICAL x3 | aa2a093f3670c2de | aa2a093f3670c2de | aa2a093f3670c2de |
| mamba3/denormal              | infer  | IDENTICAL x3 | 2092a683dc18e94b | 2092a683dc18e94b | 2092a683dc18e94b |
| mamba3/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/denormal              | batch  | IDENTICAL x3 | 4182cf2b203fedea | 4182cf2b203fedea | 4182cf2b203fedea |
| mamba3/denormal              | batchgrad | IDENTICAL x3 | 78db7df43245f472 | 78db7df43245f472 | 78db7df43245f472 |
| mamba3/denormal              | batchscale | IDENTICAL x3 | 89e5e31a5ebbe5fb | 89e5e31a5ebbe5fb | 89e5e31a5ebbe5fb |
| mamba3/denormal              | ragged | IDENTICAL x3 | 4ed7e9d569e75a4f | 4ed7e9d569e75a4f | 4ed7e9d569e75a4f |
| mamba3/denormal_ftz          | infer  | IDENTICAL x3 | 2092a683dc18e94b | 2092a683dc18e94b | 2092a683dc18e94b |
| mamba3/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/denormal_ftz          | batch  | IDENTICAL x3 | 4182cf2b203fedea | 4182cf2b203fedea | 4182cf2b203fedea |
| mamba3/denormal_ftz          | batchgrad | IDENTICAL x3 | 78db7df43245f472 | 78db7df43245f472 | 78db7df43245f472 |
| mamba3/denormal_ftz          | batchscale | IDENTICAL x3 | 89e5e31a5ebbe5fb | 89e5e31a5ebbe5fb | 89e5e31a5ebbe5fb |
| mamba3/denormal_ftz          | ragged | IDENTICAL x3 | 4ed7e9d569e75a4f | 4ed7e9d569e75a4f | 4ed7e9d569e75a4f |
| mamba3/dupes                 | infer  | IDENTICAL x3 | 572e878fb8e538ce | 572e878fb8e538ce | 572e878fb8e538ce |
| mamba3/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/dupes                 | batch  | IDENTICAL x3 | 605d8473f84fd235 | 605d8473f84fd235 | 605d8473f84fd235 |
| mamba3/dupes                 | batchgrad | IDENTICAL x3 | 050c6b60f15665f4 | 050c6b60f15665f4 | 050c6b60f15665f4 |
| mamba3/dupes                 | batchscale | IDENTICAL x3 | 1db7c3474dfd5d6c | 1db7c3474dfd5d6c | 1db7c3474dfd5d6c |
| mamba3/dupes                 | ragged | IDENTICAL x3 | 46052e7560b7203a | 46052e7560b7203a | 46052e7560b7203a |
| mamba3/hashed                | infer  | IDENTICAL x3 | c1862ccad54884ed | c1862ccad54884ed | c1862ccad54884ed |
| mamba3/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/hashed                | batch  | IDENTICAL x3 | b922b29fdddfc3d6 | b922b29fdddfc3d6 | b922b29fdddfc3d6 |
| mamba3/hashed                | batchgrad | IDENTICAL x3 | e5f2eacc692aa8dc | e5f2eacc692aa8dc | e5f2eacc692aa8dc |
| mamba3/hashed                | batchscale | IDENTICAL x3 | 8a2a3cd88f6fcfbf | 8a2a3cd88f6fcfbf | 8a2a3cd88f6fcfbf |
| mamba3/hashed                | ragged | IDENTICAL x3 | 2a3da811e51ed911 | 2a3da811e51ed911 | 2a3da811e51ed911 |
| mamba3/negative              | infer  | IDENTICAL x3 | 27f5cfbb4648281d | 27f5cfbb4648281d | 27f5cfbb4648281d |
| mamba3/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| mamba3/negative              | batch  | IDENTICAL x3 | da761d278ab6655a | da761d278ab6655a | da761d278ab6655a |
| mamba3/negative              | batchgrad | IDENTICAL x3 | c4695e3042bc5e5e | c4695e3042bc5e5e | c4695e3042bc5e5e |
| mamba3/negative              | batchscale | IDENTICAL x3 | d98940ae9f08f6ed | d98940ae9f08f6ed | d98940ae9f08f6ed |
