# Deliberately not ported, and why.
cuml src/knn/knn.cu::approx_knn_build_index / approx_knn_search	OUT OF SCOPE	ivf_flat / ivf_pq behind a cuML facade; see the cuvs ivf_* row above
cuvs distance/detail/pairwise_matrix Policy4x4 tile (for CosineExpanded and LpUnexpanded)	not ported	`neighbors/impl/distance/detail/distance_ops.mojo::metric_distance_kernel` gives ONE THREAD to ONE OUTPUT CELL where `pairwise_matrix_cuda` is a Kblk-32 4x4-register-tile 64x64-output-tile kernel. SPEED ONLY: the summation order in one thread is a pure function of n_features, which is what the IDENTICAL column needs, and no arm of this lane measures speed. `dbscan/impl/neighbors/epsilon_neighborhood.mojo` transcribes the same policy and is the template when someone does
cuvs distance/detail/distance_ops/cosine.cuh::cosine_cutlass_op / get_cutlass_op (:26-34, :92-95)	not ported	the CUTLASS epilogue hook, which selects their SM80+ fused GEMM path (`pairwise_matrix/dispatch-inl.cuh:97`). No counterpart here; the arithmetic it carries is the same `1 - dot/(nx*ny)` already ported
cuvs distance/detail/distance_ops/lp_unexp.cuh::expensive_inner_loop (:44)	not ported	an unroll hint for nvcc. Not an arithmetic
cuvs distance table: Canberra, CorrelationExpanded, HellingerExpanded, JensenShannon, HammingUnexpanded, KLDivergence, RusselRaoExpanded, BrayCurtis, InnerProduct, Haversine	not ported (REFUSED by name)	each is a distinct op struct in `cuvs/src/distance/detail/distance_ops/`. `metric_distance_kernel` has the shape to take any of them (a `core` and an `epilog` per metric); each needs its own oracle arm and its own reach sabotage in `neighbors/checks/metric_check.mojo`, which is the actual cost. `estimator.mojo::knn_metric_from_name` refuses the six of them that are in cuML's VALID_METRICS['brute'] BY NAME
cuvs knn_brute_force.cuh:443-447 fused arm for L2Unexpanded / L2SqrtUnexpanded	not ported	cuVS fuses all FOUR L2 tags; `fused_l2_knn.mojo` carries only the two EXPANDED ones (it is the Policy2x8 expanded kernel), so `brute_force_knn_impl` sends an explicitly requested unexpanded L2 to the tiled arm where cuVS would fuse it. A missing ARM, not a different answer: `metric_distance_kernel`'s `l2_unexp_core` is their unexpanded op and computes the same distance by the other identity
cuvs knn_brute_force.cuh:463-475 the fused arm's powf post-processing	not ported	`unaryOp(powf(fabsf(x), p))` with `p = 0.5` for L2Sqrt and `1/metricArg` for Lp. The Lp clause is DEAD CODE upstream (it sits inside the `if` whose guard at `:444-447` admits only the four L2 tags), and the L2Sqrt clause is folded into our epilogues. Also note their `:469-474` writes `res_D` rather than the per-partition `out_d_ptr`, which is a bug when `input.size() > 1`; single-index here, so unreachable either way
scikit-learn kd_tree / ball_tree for NearestNeighbors	NOT PORTED, AND THE REASON IS ENGINEERING, NOT ATTRIBUTION	cuVS shipping no GPU kd-tree is NOT the reason and must not be given as one. The reason is the structure: a kd-tree query is a per-query stack walk with data-dependent branching and per-lane divergent memory access, which is the shape a GPU is worst at, and above roughly 15 dimensions the pruning bound stops firing and it degenerates to a full scan -- so it would lose to the brute force in this directory on exactly the workloads it claims to help. The structure that DOES help in low dimensions is already here: cuVS's RANDOM BALL COVER (`impl/neighbors/ball_cover/`), exact, one level over sqrt(n) landmarks, no stack, no divergence, and it is what `RadiusNeighbors` already uses. WHAT IS ACTUALLY OWED is `rbc_knn_query` (the row below), not a tree
cuvs neighbors/ball_cover/ball_cover.cuh::rbc_knn_query / rbc_all_knn_query	not ported yet	the k-NN (as opposed to eps/radius) query over the built RBC index. `impl/neighbors/ball_cover/` has the index BUILD and both eps paths; this is the missing third entry point and it is the real answer to "I want a spatial index instead of brute force" for low-dimensional data. cuML restricts the same index to <= 3 dimensions and to {euclidean, haversine, l2} (`nearest_neighbors.pyx:439-441`, `neighbors/__init__.py:49`), which is the honest scope
core/row_norms.mojo:102 take_sqrt arm uses the STDLIB sqrt	DEFECT IN ANOTHER LANE, WORKED AROUND HERE	that arm ends `total = ftz(sqrt(total))` where every other pinned root in this tree is `identical_sqrt`. Mojo's `std.math.sqrt` lowers to an APPROXIMATE PTX sqrt on NVIDIA (DEVIATION 258: 180,714 of 2^20 hashed patterns off by one ulp; Metal and HIP are correctly rounded), so an IDENTICAL build taking that arm agrees on two columns and differs on the third -- the exact failure DEVIATION 550 fixed for the k-NN tile. Cosine needs the sqrt'd norm, so `impl/distance/detail/distance_ops.mojo::cosine_row_norm_kernel` is that kernel with `identical_sqrt`, everything else unchanged. FIXING `core/row_norms.mojo` ITSELF MOVES cluster/'s COSINE k-MEANS BITS ON THE NVIDIA COLUMN UNDER IDENTICAL and is therefore that lane's call, not this one's; when it lands, `cosine_row_norm_kernel` collapses into a call
scikit-learn _base.py:116 weights=<callable>	not ported (REFUSED by name)	sklearn calls the user's function on the distance matrix in Python. The vote here runs in a GPU kernel and there is no portable way to lift a Python function into one. This is the "genuinely impossible" kind of refusal, not the "upstream lacks it" kind
